давление 1E+5 Па.,   время 0 c.
давление 7,135E-1 Па.,   время 2078 c.
давление 7,132E-1 Па.,   время 2079 c.
давление 7,13E-1 Па.,   время 2080 c.
давление 7,128E-1 Па.,   время 2081 c.
давление 7,126E-1 Па.,   время 2082 c.
давление 7,123E-1 Па.,   время 2083 c.
давление 7,121E-1 Па.,   время 2084 c.
давление 7,119E-1 Па.,   время 2085 c.
давление 7,117E-1 Па.,   время 2086 c.
давление 7,114E-1 Па.,   время 2087 c.
давление 7,112E-1 Па.,   время 2088 c.
давление 7,11E-1 Па.,   время 2089 c.
давление 7,108E-1 Па.,   время 2090 c.
давление 7,105E-1 Па.,   время 2091 c.
давление 7,103E-1 Па.,   время 2092 c.
давление 7,101E-1 Па.,   время 2093 c.
давление 7,099E-1 Па.,   время 2094 c.
давление 7,096E-1 Па.,   время 2095 c.
давление 7,094E-1 Па.,   время 2096 c.
давление 7,092E-1 Па.,   время 2097 c.
давление 7,09E-1 Па.,   время 2098 c.
давление 7,087E-1 Па.,   время 2099 c.
давление 7,085E-1 Па.,   время 2100 c.
давление 7,083E-1 Па.,   время 2101 c.
давление 7,081E-1 Па.,   время 2102 c.
давление 7,078E-1 Па.,   время 2103 c.
давление 7,076E-1 Па.,   время 2104 c.
давление 7,074E-1 Па.,   время 2105 c.
давление 7,072E-1 Па.,   время 2106 c.
давление 7,069E-1 Па.,   время 2107 c.
давление 7,067E-1 Па.,   время 2108 c.
давление 7,065E-1 Па.,   время 2109 c.
давление 7,063E-1 Па.,   время 2110 c.
давление 7,06E-1 Па.,   время 2111 c.
давление 7,058E-1 Па.,   время 2112 c.
давление 7,056E-1 Па.,   время 2113 c.
давление 7,053E-1 Па.,   время 2114 c.
давление 7,051E-1 Па.,   время 2115 c.
давление 7,049E-1 Па.,   время 2116 c.
давление 7,047E-1 Па.,   время 2117 c.
давление 7,044E-1 Па.,   время 2118 c.
давление 7,042E-1 Па.,   время 2119 c.
давление 7,04E-1 Па.,   время 2120 c.
давление 7,038E-1 Па.,   время 2121 c.
давление 7,035E-1 Па.,   время 2122 c.
давление 7,033E-1 Па.,   время 2123 c.
давление 7,031E-1 Па.,   время 2124 c.
давление 7,029E-1 Па.,   время 2125 c.
давление 7,026E-1 Па.,   время 2126 c.
давление 7,024E-1 Па.,   время 2127 c.
давление 7,022E-1 Па.,   время 2128 c.
давление 7,019E-1 Па.,   время 2129 c.
давление 7,017E-1 Па.,   время 2130 c.
давление 7,015E-1 Па.,   время 2131 c.
давление 7,013E-1 Па.,   время 2132 c.
давление 7,01E-1 Па.,   время 2133 c.
давление 7,008E-1 Па.,   время 2134 c.
давление 7,006E-1 Па.,   время 2135 c.
давление 7,003E-1 Па.,   время 2136 c.
давление 7,001E-1 Па.,   время 2137 c.
давление 6,999E-1 Па.,   время 2138 c.
давление 6,997E-1 Па.,   время 2139 c.
давление 6,994E-1 Па.,   время 2140 c.
давление 6,992E-1 Па.,   время 2141 c.
давление 6,99E-1 Па.,   время 2142 c.
давление 6,987E-1 Па.,   время 2143 c.
давление 6,985E-1 Па.,   время 2144 c.
давление 6,983E-1 Па.,   время 2145 c.
давление 6,981E-1 Па.,   время 2146 c.
давление 6,978E-1 Па.,   время 2147 c.
давление 6,976E-1 Па.,   время 2148 c.
давление 6,974E-1 Па.,   время 2149 c.
давление 6,971E-1 Па.,   время 2150 c.
давление 6,969E-1 Па.,   время 2151 c.
давление 6,967E-1 Па.,   время 2152 c.
давление 6,965E-1 Па.,   время 2153 c.
давление 6,962E-1 Па.,   время 2154 c.
давление 6,96E-1 Па.,   время 2155 c.
давление 6,958E-1 Па.,   время 2156 c.
давление 6,955E-1 Па.,   время 2157 c.
давление 6,953E-1 Па.,   время 2158 c.
давление 6,951E-1 Па.,   время 2159 c.
давление 6,948E-1 Па.,   время 2160 c.
давление 6,946E-1 Па.,   время 2161 c.
давление 6,944E-1 Па.,   время 2162 c.
давление 6,942E-1 Па.,   время 2163 c.
давление 6,939E-1 Па.,   время 2164 c.
давление 6,937E-1 Па.,   время 2165 c.
давление 6,935E-1 Па.,   время 2166 c.
давление 6,932E-1 Па.,   время 2167 c.
давление 6,93E-1 Па.,   время 2168 c.
давление 6,928E-1 Па.,   время 2169 c.
давление 6,925E-1 Па.,   время 2170 c.
давление 6,923E-1 Па.,   время 2171 c.
давление 6,921E-1 Па.,   время 2172 c.
давление 6,919E-1 Па.,   время 2173 c.
давление 6,916E-1 Па.,   время 2174 c.
давление 6,914E-1 Па.,   время 2175 c.
давление 6,912E-1 Па.,   время 2176 c.
давление 6,909E-1 Па.,   время 2177 c.
давление 6,907E-1 Па.,   время 2178 c.
давление 6,905E-1 Па.,   время 2179 c.
давление 6,902E-1 Па.,   время 2180 c.
давление 6,9E-1 Па.,   время 2181 c.
давление 6,898E-1 Па.,   время 2182 c.
давление 6,895E-1 Па.,   время 2183 c.
давление 6,893E-1 Па.,   время 2184 c.
давление 6,891E-1 Па.,   время 2185 c.
давление 6,889E-1 Па.,   время 2186 c.
давление 6,886E-1 Па.,   время 2187 c.
давление 6,884E-1 Па.,   время 2188 c.
давление 6,882E-1 Па.,   время 2189 c.
давление 6,879E-1 Па.,   время 2190 c.
давление 6,877E-1 Па.,   время 2191 c.
давление 6,875E-1 Па.,   время 2192 c.
давление 6,872E-1 Па.,   время 2193 c.
давление 6,87E-1 Па.,   время 2194 c.
давление 6,868E-1 Па.,   время 2195 c.
давление 6,865E-1 Па.,   время 2196 c.
давление 6,863E-1 Па.,   время 2197 c.
давление 6,861E-1 Па.,   время 2198 c.
давление 6,858E-1 Па.,   время 2199 c.
давление 6,856E-1 Па.,   время 2200 c.
давление 6,854E-1 Па.,   время 2201 c.
давление 6,852E-1 Па.,   время 2202 c.
давление 6,849E-1 Па.,   время 2203 c.
давление 6,847E-1 Па.,   время 2204 c.
давление 6,845E-1 Па.,   время 2205 c.
давление 6,842E-1 Па.,   время 2206 c.
давление 6,84E-1 Па.,   время 2207 c.
давление 6,838E-1 Па.,   время 2208 c.
давление 6,835E-1 Па.,   время 2209 c.
давление 6,833E-1 Па.,   время 2210 c.
давление 6,831E-1 Па.,   время 2211 c.
давление 6,828E-1 Па.,   время 2212 c.
давление 6,826E-1 Па.,   время 2213 c.
давление 6,824E-1 Па.,   время 2214 c.
давление 6,821E-1 Па.,   время 2215 c.
давление 6,819E-1 Па.,   время 2216 c.
давление 6,817E-1 Па.,   время 2217 c.
давление 6,814E-1 Па.,   время 2218 c.
давление 6,812E-1 Па.,   время 2219 c.
давление 6,81E-1 Па.,   время 2220 c.
давление 6,807E-1 Па.,   время 2221 c.
давление 6,805E-1 Па.,   время 2222 c.
давление 6,803E-1 Па.,   время 2223 c.
давление 6,8E-1 Па.,   время 2224 c.
давление 6,798E-1 Па.,   время 2225 c.
давление 6,796E-1 Па.,   время 2226 c.
давление 6,793E-1 Па.,   время 2227 c.
давление 6,791E-1 Па.,   время 2228 c.
давление 6,789E-1 Па.,   время 2229 c.
давление 6,786E-1 Па.,   время 2230 c.
давление 6,784E-1 Па.,   время 2231 c.
давление 6,782E-1 Па.,   время 2232 c.
давление 6,779E-1 Па.,   время 2233 c.
давление 6,777E-1 Па.,   время 2234 c.
давление 6,775E-1 Па.,   время 2235 c.
давление 6,772E-1 Па.,   время 2236 c.
давление 6,77E-1 Па.,   время 2237 c.
давление 6,768E-1 Па.,   время 2238 c.
давление 6,765E-1 Па.,   время 2239 c.
давление 6,763E-1 Па.,   время 2240 c.
давление 6,761E-1 Па.,   время 2241 c.
давление 6,758E-1 Па.,   время 2242 c.
давление 6,756E-1 Па.,   время 2243 c.
давление 6,754E-1 Па.,   время 2244 c.
давление 6,751E-1 Па.,   время 2245 c.
давление 6,749E-1 Па.,   время 2246 c.
давление 6,747E-1 Па.,   время 2247 c.
давление 6,744E-1 Па.,   время 2248 c.
давление 6,742E-1 Па.,   время 2249 c.
давление 6,74E-1 Па.,   время 2250 c.
давление 6,737E-1 Па.,   время 2251 c.
давление 6,735E-1 Па.,   время 2252 c.
давление 6,733E-1 Па.,   время 2253 c.
давление 6,73E-1 Па.,   время 2254 c.
давление 6,728E-1 Па.,   время 2255 c.
давление 6,726E-1 Па.,   время 2256 c.
давление 6,723E-1 Па.,   время 2257 c.
давление 6,721E-1 Па.,   время 2258 c.
давление 6,719E-1 Па.,   время 2259 c.
давление 6,716E-1 Па.,   время 2260 c.
давление 6,714E-1 Па.,   время 2261 c.
давление 6,712E-1 Па.,   время 2262 c.
давление 6,709E-1 Па.,   время 2263 c.
давление 6,707E-1 Па.,   время 2264 c.
давление 6,704E-1 Па.,   время 2265 c.
давление 6,702E-1 Па.,   время 2266 c.
давление 6,7E-1 Па.,   время 2267 c.
давление 6,697E-1 Па.,   время 2268 c.
давление 6,695E-1 Па.,   время 2269 c.
давление 6,693E-1 Па.,   время 2270 c.
давление 6,69E-1 Па.,   время 2271 c.
давление 6,688E-1 Па.,   время 2272 c.
давление 6,686E-1 Па.,   время 2273 c.
давление 6,683E-1 Па.,   время 2274 c.
давление 6,681E-1 Па.,   время 2275 c.
давление 6,679E-1 Па.,   время 2276 c.
давление 6,676E-1 Па.,   время 2277 c.
давление 6,674E-1 Па.,   время 2278 c.
давление 6,672E-1 Па.,   время 2279 c.
давление 6,669E-1 Па.,   время 2280 c.
давление 6,667E-1 Па.,   время 2281 c.
давление 6,664E-1 Па.,   время 2282 c.
давление 6,662E-1 Па.,   время 2283 c.
давление 6,66E-1 Па.,   время 2284 c.
давление 6,657E-1 Па.,   время 2285 c.
давление 6,655E-1 Па.,   время 2286 c.
давление 6,653E-1 Па.,   время 2287 c.
давление 6,65E-1 Па.,   время 2288 c.
давление 6,648E-1 Па.,   время 2289 c.
давление 6,646E-1 Па.,   время 2290 c.
давление 6,643E-1 Па.,   время 2291 c.
давление 6,641E-1 Па.,   время 2292 c.
давление 6,639E-1 Па.,   время 2293 c.
давление 6,636E-1 Па.,   время 2294 c.
давление 6,634E-1 Па.,   время 2295 c.
давление 6,631E-1 Па.,   время 2296 c.
давление 6,629E-1 Па.,   время 2297 c.
давление 6,627E-1 Па.,   время 2298 c.
давление 6,624E-1 Па.,   время 2299 c.
давление 6,622E-1 Па.,   время 2300 c.
давление 6,62E-1 Па.,   время 2301 c.
давление 6,617E-1 Па.,   время 2302 c.
давление 6,615E-1 Па.,   время 2303 c.
давление 6,613E-1 Па.,   время 2304 c.
давление 6,61E-1 Па.,   время 2305 c.
давление 6,608E-1 Па.,   время 2306 c.
